Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
2024-10-18 00:00:00-04:00,414.0316788587722,416.52295489433874,413.1582313681452,415.0440673828125,17145300,0.0,0.0,
2024-10-21 00:00:00-04:00,413.01924141063614,415.8380752730999,410.6669065146117,415.659423828125,14206100,0.0,0.0,0.0014826291800598135
2024-10-22 00:00:00-04:00,415.3715654862768,427.37147187061,414.92493688547415,424.3243713378906,25482200,0.0,0.0,0.02084626743203244
2024-10-23 00:00:00-04:00,427.6493981928425,427.86776005710016,419.3814831724278,421.4360656738281,19654400,0.0,0.0,-0.006806834250306482
2024-10-24 00:00:00-04:00,422.1605988036373,422.80577949754775,419.2524392532927,421.5650939941406,13581600,0.0,0.0,0.00030616345116585286
2024-10-25 00:00:00-04:00,423.5799681906594,429.2970264220679,423.3913815699701,424.9595947265625,16899100,0.0,0.0,0.00805213899533408
2024-10-28 00:00:00-04:00,428.44345209470936,428.72136443906953,423.12337684387694,423.4112243652344,14882400,0.0,0.0,-0.003643570778356975
2024-10-29 00:00:00-04:00,424.8107144355948,429.94220298203743,422.6270958434546,428.7312927246094,17644100,0.0,0.0,0.01256477876171247
2024-10-30 00:00:00-04:00,434.1803928023981,435.2324917274877,428.880187758029,429.3069763183594,29749100,0.0,0.0,0.001342760846990032
2024-10-31 00:00:00-04:00,412.2648925685448,413.05894946974416,403.2724064074055,403.3220520019531,53971000,0.0,0.0,-0.06052760786523237
2024-11-01 00:00:00-04:00,405.9622519164769,412.4038816750557,404.46349406157685,407.3121032714844,24230400,0.0,0.0,0.009892965806669762
2024-11-04 00:00:00-05:00,406.7463320541696,407.3617375208185,402.5478716062057,405.4163208007813,19672300,0.0,0.0,-0.004654373035999582
2024-11-05 00:00:00-05:00,405.32701081903,411.808351068097,405.0391632836315,408.39398193359375,17626000,0.0,0.0,0.007344699707527713
2024-11-06 00:00:00-05:00,409.346825702744,417.31698816741806,407.4609595048601,417.0489807128906,26681800,0.0,0.0,0.021192767675759283
2024-11-07 00:00:00-05:00,418.1407873890808,423.66928922885575,416.75122569160607,422.2598571777344,19901800,0.0,0.0,0.012494639013231668
2024-11-08 00:00:00-05:00,422.1506711385383,423.3218709209174,418.6370415012291,419.3913879394531,16891400,0.0,0.0,-0.006793137423607543
2024-11-11 00:00:00-05:00,419.3715448677772,421.6444892164841,412.90014011467326,414.8951721191406,24503300,0.0,0.0,-0.010720811036209477
2024-11-12 00:00:00-05:00,415.1333664626366,421.27724345465793,414.09120276331856,419.8777465820313,19401200,0.0,0.0,0.012009237025924824
2024-11-13 00:00:00-05:00,418.4981158636683,426.1307850823381,415.0936518803662,422.0315856933594,21502200,0.0,0.0,0.005129681505774419
2024-11-14 00:00:00-05:00,421.83308381585454,424.9794756745813,416.8703416533151,423.7090148925781,30246900,0.0,0.0,0.0039746532157372005
2024-11-15 00:00:00-05:00,416.691683409749,419.64945830467593,410.5577414665236,411.9075927734375,28247600,0.0,0.0,-0.027852657612518872
2024-11-18 00:00:00-05:00,411.7785741197853,415.282268966584,409.0292257942814,412.6619567871094,24727000,0.0,0.0,0.001831391377353997
2024-11-19 00:00:00-05:00,410.03166915459735,414.82569505476647,408.4832960203025,414.67681884765625,18133500,0.0,0.0,0.004882597068637251
2024-11-20 00:00:00-05:00,413.7636425231655,414.18052617467214,407.52050466835993,412.3939208984375,19191700,0.0,0.0,-0.005505246122902818
2024-11-21 00:00:00-05:00,417.2074811714516,417.48594978990576,408.047821251109,410.61370849609375,20780200,0.83,0.0,-0.004316776538474176
2024-11-22 00:00:00-05:00,409.1219230929671,415.1189688817136,408.81361962204943,414.7211608886719,24814600,0.0,0.0,0.010003203272540562
2024-11-25 00:00:00-05:00,416.09361024787086,418.778836873561,412.582902472389,416.5013732910156,27691100,0.0,0.0,0.004292552611805611
2024-11-26 00:00:00-05:00,417.2970032728636,426.69537265560376,416.5610569682543,425.6510925292969,23458900,0.0,0.0,0.021968040983836534
